filename,width,height,class,xmin,ymin,xmax,ymax
+ (348).png,45,45,+ ,0,0,45,45
+ (349).png,45,45,+ ,0,0,45,45
+ (350).png,45,45,+ ,0,0,45,45
+ (351).png,45,45,+ ,0,0,45,45
+ (352).png,45,45,+ ,0,0,45,45
+ (353).png,45,45,+ ,0,0,45,45
+ (354).png,45,45,+ ,0,0,45,45
+ (355).png,45,45,+ ,0,0,45,45
+ (356).png,45,45,+ ,0,0,45,45
+ (357).png,45,45,+ ,0,0,45,45
+ (358).png,45,45,+ ,0,0,45,45
+ (359).png,45,45,+ ,0,0,45,45
+ (360).png,45,45,+ ,0,0,45,45
+ (361).png,45,45,+ ,0,0,45,45
+ (362).png,45,45,+ ,0,0,45,45
+ (363).png,45,45,+ ,0,0,45,45
+ (364).png,45,45,+ ,0,0,45,45
+ (365).png,45,45,+ ,0,0,45,45
+ (366).png,45,45,+ ,0,0,45,45
+ (367).png,45,45,+ ,0,0,45,45
- (1).png,45,45,- ,0,0,45,45
- (10).png,45,45,- ,0,0,45,45
- (100).png,45,45,- ,0,0,45,45
- (101).png,45,45,- ,0,0,45,45
- (102).png,45,45,- ,0,0,45,45
- (103).png,45,45,- ,0,0,45,45
- (104).png,45,45,- ,0,0,45,45
- (105).png,45,45,- ,0,0,45,45
- (106).png,45,45,- ,0,0,45,45
- (107).png,45,45,- ,0,0,45,45
- (108).png,45,45,- ,0,0,45,45
- (109).png,45,45,- ,0,0,45,45
- (11).png,45,45,- ,0,0,45,45
- (110).png,45,45,- ,0,0,45,45
- (111).png,45,45,- ,0,0,45,45
- (112).png,45,45,- ,0,0,45,45
- (113).png,45,45,- ,0,0,45,45
- (114).png,45,45,- ,0,0,45,45
- (115).png,45,45,- ,0,0,45,45
- (116).png,45,45,- ,0,0,45,45
- (117).png,45,45,- ,0,0,45,45
- (118).png,45,45,- ,0,0,45,45
- (119).png,45,45,- ,0,0,45,45
- (12).png,45,45,- ,0,0,45,45
- (120).png,45,45,- ,0,0,45,45
- (121).png,45,45,- ,0,0,45,45
- (122).png,45,45,- ,0,0,45,45
- (123).png,45,45,- ,0,0,45,45
- (124).png,45,45,- ,0,0,45,45
- (125).png,45,45,- ,0,0,45,45
- (126).png,45,45,- ,0,0,45,45
- (127).png,45,45,- ,0,0,45,45
- (128).png,45,45,- ,0,0,45,45
- (129).png,45,45,- ,0,0,45,45
- (13).png,45,45,- ,0,0,45,45
- (130).png,45,45,- ,0,0,45,45
- (131).png,45,45,- ,0,0,45,45
- (132).png,45,45,- ,0,0,45,45
- (133).png,45,45,- ,0,0,45,45
- (134).png,45,45,- ,0,0,45,45
- (135).png,45,45,- ,0,0,45,45
- (136).png,45,45,- ,0,0,45,45
- (137).png,45,45,- ,0,0,45,45
- (138).png,45,45,- ,0,0,45,45
- (139).png,45,45,- ,0,0,45,45
- (14).png,45,45,- ,0,0,45,45
- (140).png,45,45,- ,0,0,45,45
- (141).png,45,45,- ,0,0,45,45
- (142).png,45,45,- ,0,0,45,45
- (143).png,45,45,- ,0,0,45,45
- (144).png,45,45,- ,0,0,45,45
- (145).png,45,45,- ,0,0,45,45
- (146).png,45,45,- ,0,0,45,45
- (147).png,45,45,- ,0,0,45,45
- (148).png,45,45,- ,0,0,45,45
- (149).png,45,45,- ,0,0,45,45
- (15).png,45,45,- ,0,0,45,45
- (150).png,45,45,- ,0,0,45,45
- (151).png,45,45,- ,0,0,45,45
- (152).png,45,45,- ,0,0,45,45
- (153).png,45,45,- ,0,0,45,45
- (154).png,45,45,- ,0,0,45,45
- (155).png,45,45,- ,0,0,45,45
- (156).png,45,45,- ,0,0,45,45
- (157).png,45,45,- ,0,0,45,45
- (158).png,45,45,- ,0,0,45,45
- (159).png,45,45,- ,0,0,45,45
- (16).png,45,45,- ,0,0,45,45
- (160).png,45,45,- ,0,0,45,45
- (161).png,45,45,- ,0,0,45,45
- (162).png,45,45,- ,0,0,45,45
- (163).png,45,45,- ,0,0,45,45
- (164).png,45,45,- ,0,0,45,45
- (165).png,45,45,- ,0,0,45,45
- (166).png,45,45,- ,0,0,45,45
- (167).png,45,45,- ,0,0,45,45
- (168).png,45,45,- ,0,0,45,45
- (169).png,45,45,- ,0,0,45,45
- (17).png,45,45,- ,0,0,45,45
- (170).png,45,45,- ,0,0,45,45
- (171).png,45,45,- ,0,0,45,45
- (172).png,45,45,- ,0,0,45,45
- (173).png,45,45,- ,0,0,45,45
- (174).png,45,45,- ,0,0,45,45
- (175).png,45,45,- ,0,0,45,45
- (176).png,45,45,- ,0,0,45,45
- (177).png,45,45,- ,0,0,45,45
- (178).png,45,45,- ,0,0,45,45
- (179).png,45,45,- ,0,0,45,45
- (18).png,45,45,- ,0,0,45,45
- (180).png,45,45,- ,0,0,45,45
- (181).png,45,45,- ,0,0,45,45
- (182).png,45,45,- ,0,0,45,45
- (183).png,45,45,- ,0,0,45,45
- (184).png,45,45,- ,0,0,45,45
- (185).png,45,45,- ,0,0,45,45
- (186).png,45,45,- ,0,0,45,45
- (187).png,45,45,- ,0,0,45,45
- (188).png,45,45,- ,0,0,45,45
- (189).png,45,45,- ,0,0,45,45
- (19).png,45,45,- ,0,0,45,45
- (190).png,45,45,- ,0,0,45,45
- (191).png,45,45,- ,0,0,45,45
- (192).png,45,45,- ,0,0,45,45
- (193).png,45,45,- ,0,0,45,45
- (194).png,45,45,- ,0,0,45,45
- (195).png,45,45,- ,0,0,45,45
- (196).png,45,45,- ,0,0,45,45
- (197).png,45,45,- ,0,0,45,45
- (198).png,45,45,- ,0,0,45,45
- (199).png,45,45,- ,0,0,45,45
- (2).png,45,45,- ,0,0,45,45
- (20).png,45,45,- ,0,0,45,45
- (200).png,45,45,- ,0,0,45,45
- (201).png,45,45,- ,0,0,45,45
- (202).png,45,45,- ,0,0,45,45
- (203).png,45,45,- ,0,0,45,45
- (204).png,45,45,- ,0,0,45,45
- (205).png,45,45,- ,0,0,45,45
- (206).png,45,45,- ,0,0,45,45
- (207).png,45,45,- ,0,0,45,45
- (208).png,45,45,- ,0,0,45,45
- (209).png,45,45,- ,0,0,45,45
- (21).png,45,45,- ,0,0,45,45
- (210).png,45,45,- ,0,0,45,45
- (211).png,45,45,- ,0,0,45,45
- (212).png,45,45,- ,0,0,45,45
- (213).png,45,45,- ,0,0,45,45
- (214).png,45,45,- ,0,0,45,45
- (215).png,45,45,- ,0,0,45,45
- (216).png,45,45,- ,0,0,45,45
- (217).png,45,45,- ,0,0,45,45
- (218).png,45,45,- ,0,0,45,45
- (219).png,45,45,- ,0,0,45,45
- (22).png,45,45,- ,0,0,45,45
- (220).png,45,45,- ,0,0,45,45
- (221).png,45,45,- ,0,0,45,45
- (222).png,45,45,- ,0,0,45,45
- (223).png,45,45,- ,0,0,45,45
- (224).png,45,45,- ,0,0,45,45
- (225).png,45,45,- ,0,0,45,45
- (226).png,45,45,- ,0,0,45,45
- (227).png,45,45,- ,0,0,45,45
- (228).png,45,45,- ,0,0,45,45
- (229).png,45,45,- ,0,0,45,45
- (23).png,45,45,- ,0,0,45,45
- (230).png,45,45,- ,0,0,45,45
- (231).png,45,45,- ,0,0,45,45
- (232).png,45,45,- ,0,0,45,45
- (233).png,45,45,- ,0,0,45,45
- (234).png,45,45,- ,0,0,45,45
- (235).png,45,45,- ,0,0,45,45
- (236).png,45,45,- ,0,0,45,45
- (237).png,45,45,- ,0,0,45,45
- (238).png,45,45,- ,0,0,45,45
- (239).png,45,45,- ,0,0,45,45
- (24).png,45,45,- ,0,0,45,45
- (240).png,45,45,- ,0,0,45,45
- (241).png,45,45,- ,0,0,45,45
- (242).png,45,45,- ,0,0,45,45
- (243).png,45,45,- ,0,0,45,45
- (244).png,45,45,- ,0,0,45,45
- (245).png,45,45,- ,0,0,45,45
- (246).png,45,45,- ,0,0,45,45
- (247).png,45,45,- ,0,0,45,45
- (248).png,45,45,- ,0,0,45,45
- (249).png,45,45,- ,0,0,45,45
- (25).png,45,45,- ,0,0,45,45
- (250).png,45,45,- ,0,0,45,45
- (251).png,45,45,- ,0,0,45,45
- (252).png,45,45,- ,0,0,45,45
- (253).png,45,45,- ,0,0,45,45
- (254).png,45,45,- ,0,0,45,45
- (255).png,45,45,- ,0,0,45,45
- (256).png,45,45,- ,0,0,45,45
- (257).png,45,45,- ,0,0,45,45
- (258).png,45,45,- ,0,0,45,45
- (259).png,45,45,- ,0,0,45,45
- (26).png,45,45,- ,0,0,45,45
- (260).png,45,45,- ,0,0,45,45
- (261).png,45,45,- ,0,0,45,45
- (262).png,45,45,- ,0,0,45,45
- (263).png,45,45,- ,0,0,45,45
- (264).png,45,45,- ,0,0,45,45
- (265).png,45,45,- ,0,0,45,45
- (266).png,45,45,- ,0,0,45,45
- (267).png,45,45,- ,0,0,45,45
- (268).png,45,45,- ,0,0,45,45
- (269).png,45,45,- ,0,0,45,45
- (27).png,45,45,- ,0,0,45,45
- (270).png,45,45,- ,0,0,45,45
- (271).png,45,45,- ,0,0,45,45
- (272).png,45,45,- ,0,0,45,45
- (273).png,45,45,- ,0,0,45,45
